request_id,sample_id,condition,repetition,model,backend,task_type,transport,connection_mode,negotiated_http_version,completed,http_status,finish_reason,elapsed_seconds,input_tokens,output_tokens,token_f1,rouge_l,packets_total,bytes_total,packets_client_to_server,bytes_client_to_server,tcp_payload_bytes_client_to_server,packets_server_to_client,bytes_server_to_client,tcp_payload_bytes_server_to_client,tcp_retransmissions,udp_payload_bytes_client_to_server,udp_payload_bytes_server_to_client,quic_packets,tls_records,observed_tls_versions,observed_alpn,observed_tls_handshake_versions,observed_tls_supported_versions,workload,network_condition
conv-49::105::no_compression,conv-49::105,no_compression,1,Qwen/Qwen3.5-9B,local_vllm,qa,tls13,warm,HTTP/1.1,True,200,stop,7.069384,37386,11,0.7692307692307692,0.923076923076923,55,125434,29,118674,116764,26,6760,5036,0,0,0,0,25,0x0301;0x0303,http/1.1,0x0303,0x0304,qa,baseline_loopback
conv-50::135::longllmlingua_2x,conv-50::135,longllmlingua_2x,1,Qwen/Qwen3.5-9B,local_vllm,qa,tls13,warm,HTTP/1.1,True,200,stop,3.647083,20869,7,0.6666666666666665,0.888888888888889,44,74724,23,69316,67802,21,5408,4014,0,0,0,0,19,0x0301;0x0303,http/1.1,0x0303,0x0304,qa,baseline_loopback
conv-50::135::longllmlingua_4x,conv-50::135,longllmlingua_4x,1,Qwen/Qwen3.5-9B,local_vllm,qa,tls13,warm,HTTP/1.1,True,200,stop,2.241287,9517,29,0.06451612903225806,0.06451612903225806,81,47457,41,35146,32444,40,12311,9663,0,0,0,0,38,0x0301;0x0303,http/1.1,0x0303,0x0304,qa,baseline_loopback
conv-50::135::no_compression,conv-50::135,no_compression,1,Qwen/Qwen3.5-9B,local_vllm,qa,tls13,warm,HTTP/1.1,True,200,stop,8.567271,45757,7,0.6666666666666665,0.888888888888889,47,151814,25,146341,144695,22,5473,4013,0,0,0,0,21,0x0301;0x0303,http/1.1,0x0303,0x0304,qa,baseline_loopback
conv-50::4::longllmlingua_2x,conv-50::4,longllmlingua_2x,1,Qwen/Qwen3.5-9B,local_vllm,qa,tls13,warm,HTTP/1.1,True,200,stop,3.850775,21347,12,0.0,0.16666666666666666,54,78129,28,71102,69258,26,7027,5303,0,0,0,0,24,0x0301;0x0303,http/1.1,0x0303,0x0304,qa,baseline_loopback
conv-50::4::longllmlingua_4x,conv-50::4,longllmlingua_4x,1,Qwen/Qwen3.5-9B,local_vllm,qa,tls13,warm,HTTP/1.1,True,200,stop,1.878877,9937,12,0.0,0.16666666666666666,50,42105,26,35212,33500,24,6893,5301,0,0,0,0,22,0x0301;0x0303,http/1.1,0x0303,0x0304,qa,baseline_loopback
conv-50::4::no_compression,conv-50::4,no_compression,1,Qwen/Qwen3.5-9B,local_vllm,qa,tls13,warm,HTTP/1.1,True,200,stop,8.721697,45753,12,0.0,0.16666666666666666,57,153740,30,146650,144674,27,7090,5300,0,0,0,0,26,0x0301;0x0303,http/1.1,0x0303,0x0304,qa,baseline_loopback
conv-50::55::longllmlingua_2x,conv-50::55,longllmlingua_2x,1,Qwen/Qwen3.5-9B,local_vllm,qa,tls13,warm,HTTP/1.1,True,200,stop,3.860646,21472,12,0.3448275862068966,0.45161290322580644,54,79220,28,72189,70345,26,7031,5307,0,0,0,0,24,0x0301;0x0303,http/1.1,0x0303,0x0304,qa,baseline_loopback
conv-50::55::longllmlingua_4x,conv-50::55,longllmlingua_4x,1,Qwen/Qwen3.5-9B,local_vllm,qa,tls13,warm,HTTP/1.1,True,200,stop,1.946852,10126,13,0.3333333333333333,0.43749999999999994,52,43891,27,36665,34887,25,7226,5568,0,0,0,0,23,0x0301;0x0303,http/1.1,0x0303,0x0304,qa,baseline_loopback
conv-50::55::no_compression,conv-50::55,no_compression,1,Qwen/Qwen3.5-9B,local_vllm,qa,tls13,warm,HTTP/1.1,True,200,stop,8.709503,45756,12,0.3448275862068966,0.45161290322580644,57,153765,30,146669,144693,27,7096,5306,0,0,0,0,26,0x0301;0x0303,http/1.1,0x0303,0x0304,qa,baseline_loopback
conv-50::85::longllmlingua_2x,conv-50::85,longllmlingua_2x,1,Qwen/Qwen3.5-9B,local_vllm,qa,tls13,warm,HTTP/1.1,True,200,stop,3.641485,20606,5,0.5,1.0,40,73073,21,68310,66928,19,4763,3501,0,0,0,0,17,0x0301;0x0303,http/1.1,0x0303,0x0304,qa,baseline_loopback
conv-50::85::longllmlingua_4x,conv-50::85,longllmlingua_4x,1,Qwen/Qwen3.5-9B,local_vllm,qa,tls13,warm,HTTP/1.1,True,200,stop,1.721757,9782,5,0.5,1.0,36,39390,19,34761,33511,17,4629,3499,0,0,0,0,15,0x0301;0x0303,http/1.1,0x0303,0x0304,qa,baseline_loopback
conv-50::85::no_compression,conv-50::85,no_compression,1,Qwen/Qwen3.5-9B,local_vllm,qa,tls13,warm,HTTP/1.1,True,200,stop,8.735116,45751,5,0.5,1.0,43,150999,23,146171,144657,20,4828,3500,0,0,0,0,19,0x0301;0x0303,http/1.1,0x0303,0x0304,qa,baseline_loopback
conv-26::event_summary::Caroline::longllmlingua_2x,conv-26::event_summary::Caroline,longllmlingua_2x,1,Qwen/Qwen3.5-9B,local_vllm,event_summary,http3,warm,3,True,200,stop,21.351838,13330,786,0.24890190336749635,0.18263473053892212,1631,353624,829,106390,0,802,247234,0,0,71572,213550,1631,0,,,,,summary,baseline_loopback
conv-26::event_summary::Caroline::longllmlingua_4x,conv-26::event_summary::Caroline,longllmlingua_4x,1,Qwen/Qwen3.5-9B,local_vllm,event_summary,http3,warm,3,True,200,stop,23.904841,7845,939,0.18565400843881857,0.14825581395348839,1915,390142,964,97013,0,951,293129,0,0,56525,253187,1915,0,,,,,summary,baseline_loopback
conv-26::event_summary::Caroline::no_compression,conv-26::event_summary::Caroline,no_compression,1,Qwen/Qwen3.5-9B,local_vllm,event_summary,http3,warm,3,True,200,stop,22.393837,33270,657,0.24590163934426226,0.18363939899833057,1435,369893,752,161235,0,683,208658,0,0,129651,179972,1435,0,,,,,summary,baseline_loopback
conv-26::event_summary::Melanie::longllmlingua_2x,conv-26::event_summary::Melanie,longllmlingua_2x,1,Qwen/Qwen3.5-9B,local_vllm,event_summary,http3,warm,3,True,200,stop,18.502172,12784,673,0.24858757062146894,0.19961612284069097,1404,306836,713,95604,0,691,211232,0,0,65658,182210,1404,0,,,,,summary,baseline_loopback
conv-26::event_summary::Melanie::longllmlingua_4x,conv-26::event_summary::Melanie,longllmlingua_4x,1,Qwen/Qwen3.5-9B,local_vllm,event_summary,http3,warm,3,True,200,stop,19.154764,7591,744,0.25546218487394956,0.18493150684931509,1524,314476,768,80594,0,756,233882,0,0,48338,202130,1524,0,,,,,summary,baseline_loopback
conv-26::event_summary::Melanie::no_compression,conv-26::event_summary::Melanie,no_compression,1,Qwen/Qwen3.5-9B,local_vllm,event_summary,http3,warm,3,True,200,stop,19.862654,33270,556,0.2443991853360489,0.18067226890756302,1222,325171,650,153891,0,572,171280,0,0,126591,147256,1222,0,,,,,summary,baseline_loopback
conv-30::event_summary::Gina::longllmlingua_2x,conv-30::event_summary::Gina,longllmlingua_2x,1,Qwen/Qwen3.5-9B,local_vllm,event_summary,http3,warm,3,True,200,stop,13.211436,10319,473,0.392434988179669,0.2560386473429952,991,220853,505,71019,0,486,149834,0,0,49809,129422,991,0,,,,,summary,baseline_loopback
conv-30::event_summary::Gina::longllmlingua_4x,conv-30::event_summary::Gina,longllmlingua_4x,1,Qwen/Qwen3.5-9B,local_vllm,event_summary,http3,warm,3,True,200,stop,7.458626,5851,271,0.4651162790697674,0.2972972972972973,571,128103,290,40062,0,281,88041,0,0,27882,76239,571,0,,,,,summary,baseline_loopback
conv-30::event_summary::Gina::no_compression,conv-30::event_summary::Gina,no_compression,1,Qwen/Qwen3.5-9B,local_vllm,event_summary,http3,warm,3,True,200,stop,11.720305,25425,299,0.46794871794871795,0.3660130718954248,690,204810,368,105949,0,322,98861,0,0,90493,85337,690,0,,,,,summary,baseline_loopback
conv-30::event_summary::Jon::longllmlingua_2x,conv-30::event_summary::Jon,longllmlingua_2x,1,Qwen/Qwen3.5-9B,local_vllm,event_summary,http3,warm,3,True,200,stop,20.298144,10192,764,0.3036496350364963,0.17964071856287425,1572,330209,795,91597,0,777,238612,0,0,58207,205978,1572,0,,,,,summary,baseline_loopback
conv-30::event_summary::Jon::longllmlingua_4x,conv-30::event_summary::Jon,longllmlingua_4x,1,Qwen/Qwen3.5-9B,local_vllm,event_summary,http3,warm,3,True,200,stop,25.585454,5879,1024,0.24110218140068884,0.15492957746478875,2078,413853,1043,94798,0,1035,319055,0,0,50992,275585,2078,0,,,,,summary,baseline_loopback
conv-30::event_summary::Jon::no_compression,conv-30::event_summary::Jon,no_compression,1,Qwen/Qwen3.5-9B,local_vllm,event_summary,http3,warm,3,True,200,stop,22.06154,25425,709,0.36645962732919257,0.29936305732484075,1506,359531,778,135870,0,728,223661,0,0,103194,193085,1506,0,,,,,summary,baseline_loopback
conv-42::event_summary::Nate::longllmlingua_2x,conv-42::event_summary::Nate,longllmlingua_2x,1,Qwen/Qwen3.5-9B,local_vllm,event_summary,http3,warm,3,True,200,length,29.093471,22573,1024,0.23575638506876226,0.15228426395939088,2108,445480,1068,126691,0,1040,318789,0,0,81835,275109,2108,0,,,,,summary,baseline_loopback
conv-42::event_summary::Nate::longllmlingua_4x,conv-42::event_summary::Nate,longllmlingua_4x,1,Qwen/Qwen3.5-9B,local_vllm,event_summary,http3,warm,3,True,200,stop,10.668952,11982,359,0.21978021978021978,0.1291208791208791,757,170697,385,54171,0,372,116526,0,0,38001,100902,757,0,,,,,summary,baseline_loopback
conv-42::event_summary::Nate::no_compression,conv-42::event_summary::Nate,no_compression,1,Qwen/Qwen3.5-9B,local_vllm,event_summary,http3,warm,3,True,200,stop,33.832886,55642,881,0.490566037735849,0.35116044399596363,1922,501594,1014,225194,0,908,276400,0,0,182606,238264,1922,0,,,,,summary,baseline_loopback
conv-43::event_summary::John::longllmlingua_2x,conv-43::event_summary::John,longllmlingua_2x,1,Qwen/Qwen3.5-9B,local_vllm,event_summary,http3,warm,3,True,200,stop,28.247144,23509,975,0.40063846767757383,0.21468926553672313,2037,457956,1042,153065,0,995,304891,0,0,109301,263101,2037,0,,,,,summary,baseline_loopback
conv-43::event_summary::John::longllmlingua_4x,conv-43::event_summary::John,longllmlingua_4x,1,Qwen/Qwen3.5-9B,local_vllm,event_summary,http3,warm,3,True,200,length,26.710135,10542,1024,0.3802163833075734,0.19375,2098,434648,1060,115131,0,1038,319517,0,0,70611,275921,2098,0,,,,,summary,baseline_loopback
conv-43::event_summary::John::no_compression,conv-43::event_summary::John,no_compression,1,Qwen/Qwen3.5-9B,local_vllm,event_summary,http3,warm,3,True,200,length,36.530702,50839,1024,0.4749216300940439,0.30597609561752986,2216,565992,1164,245559,0,1052,320433,0,0,196671,276249,2216,0,,,,,summary,baseline_loopback
conv-44::event_summary::Audrey::longllmlingua_2x,conv-44::event_summary::Audrey,longllmlingua_2x,1,Qwen/Qwen3.5-9B,local_vllm,event_summary,http3,warm,3,True,200,length,29.005086,21632,1024,0.3946037099494098,0.2189655172413793,2118,456060,1075,136429,0,1043,319631,0,0,91279,275825,2118,0,,,,,summary,baseline_loopback
conv-44::event_summary::Audrey::longllmlingua_4x,conv-44::event_summary::Audrey,longllmlingua_4x,1,Qwen/Qwen3.5-9B,local_vllm,event_summary,http3,warm,3,True,200,stop,22.38441,12886,829,0.3443085606773283,0.20342205323193915,1698,353328,864,99713,0,834,253615,0,0,63425,218587,1698,0,,,,,summary,baseline_loopback
conv-44::event_summary::Audrey::no_compression,conv-44::event_summary::Audrey,no_compression,1,Qwen/Qwen3.5-9B,local_vllm,event_summary,http3,warm,3,True,200,stop,29.999808,59433,687,0.40570175438596495,0.3462819089900111,1547,446104,833,228984,0,714,217120,0,0,193998,187132,1547,0,,,,,summary,baseline_loopback
conv-49::event_summary::Evan::longllmlingua_2x,conv-49::event_summary::Evan,longllmlingua_2x,1,Qwen/Qwen3.5-9B,local_vllm,event_summary,http3,warm,3,True,200,stop,21.137386,15079,761,0.3881453154875717,0.21144519883608148,1584,347734,806,108151,0,778,239583,0,0,74299,206907,1584,0,,,,,summary,baseline_loopback
conv-49::event_summary::Evan::longllmlingua_4x,conv-49::event_summary::Evan,longllmlingua_4x,1,Qwen/Qwen3.5-9B,local_vllm,event_summary,http3,warm,3,True,200,stop,15.491537,8055,587,0.3847826086956522,0.22002200220022003,1204,251750,613,71714,0,591,180036,0,0,45968,155214,1204,0,,,,,summary,baseline_loopback
conv-49::event_summary::Evan::no_compression,conv-49::event_summary::Evan,no_compression,1,Qwen/Qwen3.5-9B,local_vllm,event_summary,http3,warm,3,True,200,stop,25.710769,37383,742,0.4510204081632653,0.33094994892747703,1615,411773,844,177508,0,771,234265,0,0,142060,201883,1615,0,,,,,summary,baseline_loopback
conv-26::event_summary::Caroline::longllmlingua_2x,conv-26::event_summary::Caroline,longllmlingua_2x,1,Qwen/Qwen3.5-9B,local_vllm,event_summary,tls13,warm,HTTP/1.1,True,200,stop,21.350398,13330,786,0.24890190336749635,0.18263473053892212,1600,355280,801,99588,46726,799,255692,202950,0,0,0,0,796,0x0301;0x0303,http/1.1,0x0303,0x0304,summary,baseline_loopback
conv-26::event_summary::Caroline::longllmlingua_4x,conv-26::event_summary::Caroline,longllmlingua_4x,1,Qwen/Qwen3.5-9B,local_vllm,event_summary,tls13,warm,HTTP/1.1,True,200,stop,23.871081,7845,939,0.18565400843881857,0.14825581395348839,1903,394539,952,90266,27438,951,304273,241499,0,0,0,0,948,0x0301;0x0303,http/1.1,0x0303,0x0304,summary,baseline_loopback
conv-26::event_summary::Caroline::no_compression,conv-26::event_summary::Caroline,no_compression,1,Qwen/Qwen3.5-9B,local_vllm,event_summary,tls13,warm,HTTP/1.1,True,200,stop,22.373826,33270,657,0.24590163934426226,0.18363939899833057,1347,366188,674,151675,107195,673,214513,170087,0,0,0,0,670,0x0301;0x0303,http/1.1,0x0303,0x0304,summary,baseline_loopback
conv-26::event_summary::Melanie::longllmlingua_2x,conv-26::event_summary::Melanie,longllmlingua_2x,1,Qwen/Qwen3.5-9B,local_vllm,event_summary,tls13,warm,HTTP/1.1,True,200,stop,18.491229,12784,673,0.24858757062146894,0.19961612284069097,1373,308735,687,89651,44313,686,219084,173800,0,0,0,0,683,0x0301;0x0303,http/1.1,0x0303,0x0304,summary,baseline_loopback
conv-26::event_summary::Melanie::longllmlingua_4x,conv-26::event_summary::Melanie,longllmlingua_4x,1,Qwen/Qwen3.5-9B,local_vllm,event_summary,tls13,warm,HTTP/1.1,True,200,stop,19.120771,7591,744,0.25546218487394956,0.18493150684931509,1502,314692,751,74581,25015,751,240111,190545,0,0,0,0,749,0x0303,,,,summary,baseline_loopback
conv-26::event_summary::Melanie::no_compression,conv-26::event_summary::Melanie,no_compression,1,Qwen/Qwen3.5-9B,local_vllm,event_summary,tls13,warm,HTTP/1.1,True,200,stop,19.873614,33270,556,0.2443991853360489,0.18067226890756302,1146,326854,574,145074,107194,572,181780,144020,0,0,0,0,569,0x0301;0x0303,http/1.1,0x0303,0x0304,summary,baseline_loopback
conv-30::event_summary::Gina::longllmlingua_2x,conv-30::event_summary::Gina,longllmlingua_2x,1,Qwen/Qwen3.5-9B,local_vllm,event_summary,tls13,warm,HTTP/1.1,True,200,stop,13.177277,10319,473,0.392434988179669,0.2560386473429952,976,222103,489,67181,34911,487,154922,122772,0,0,0,0,483,0x0301;0x0303,http/1.1,0x0303,0x0304,summary,baseline_loopback
conv-30::event_summary::Gina::longllmlingua_4x,conv-30::event_summary::Gina,longllmlingua_4x,1,Qwen/Qwen3.5-9B,local_vllm,event_summary,tls13,warm,HTTP/1.1,True,200,stop,7.455097,5851,271,0.4651162790697674,0.2972972972972973,570,128564,286,38511,19639,284,90053,71301,0,0,0,0,280,0x0301;0x0303,http/1.1,0x0303,0x0304,summary,baseline_loopback
conv-30::event_summary::Gina::no_compression,conv-30::event_summary::Gina,no_compression,1,Qwen/Qwen3.5-9B,local_vllm,event_summary,tls13,warm,HTTP/1.1,True,200,stop,11.726064,25425,299,0.46794871794871795,0.3660130718954248,632,200005,317,100786,79868,315,99219,78421,0,0,0,0,311,0x0301;0x0303,http/1.1,0x0303,0x0304,summary,baseline_loopback
conv-30::event_summary::Jon::longllmlingua_2x,conv-30::event_summary::Jon,longllmlingua_2x,1,Qwen/Qwen3.5-9B,local_vllm,event_summary,tls13,warm,HTTP/1.1,True,200,stop,20.266957,10192,764,0.3036496350364963,0.17964071856287425,1555,333957,778,85667,34323,777,248290,197000,0,0,0,0,774,0x0301;0x0303,http/1.1,0x0303,0x0304,summary,baseline_loopback
conv-30::event_summary::Jon::longllmlingua_4x,conv-30::event_summary::Jon,longllmlingua_4x,1,Qwen/Qwen3.5-9B,local_vllm,event_summary,tls13,warm,HTTP/1.1,True,200,stop,25.631526,5879,1024,0.24110218140068884,0.15492957746478875,2074,419546,1038,87905,19401,1036,331641,263257,0,0,0,0,1033,0x0301;0x0303,http/1.1,0x0303,0x0304,summary,baseline_loopback
conv-30::event_summary::Jon::no_compression,conv-30::event_summary::Jon,no_compression,1,Qwen/Qwen3.5-9B,local_vllm,event_summary,tls13,warm,HTTP/1.1,True,200,stop,22.066066,25425,709,0.36645962732919257,0.29936305732484075,1450,358591,726,127779,79867,724,230812,183020,0,0,0,0,721,0x0301;0x0303,http/1.1,0x0303,0x0304,summary,baseline_loopback
conv-42::event_summary::Nate::longllmlingua_2x,conv-42::event_summary::Nate,longllmlingua_2x,1,Qwen/Qwen3.5-9B,local_vllm,event_summary,tls13,warm,HTTP/1.1,True,200,length,29.090085,22573,1024,0.23575638506876226,0.15228426395939088,2076,449164,1039,118101,49531,1037,331063,262613,0,0,0,0,1034,0x0301;0x0303,http/1.1,0x0303,0x0304,summary,baseline_loopback
conv-42::event_summary::Nate::longllmlingua_4x,conv-42::event_summary::Nate,longllmlingua_4x,1,Qwen/Qwen3.5-9B,local_vllm,event_summary,tls13,warm,HTTP/1.1,True,200,stop,10.674862,11982,359,0.21978021978021978,0.1291208791208791,746,169874,374,51484,26804,372,118390,93830,0,0,0,0,368,0x0301;0x0303,http/1.1,0x0303,0x0304,summary,baseline_loopback
conv-42::event_summary::Nate::no_compression,conv-42::event_summary::Nate,no_compression,1,Qwen/Qwen3.5-9B,local_vllm,event_summary,tls13,warm,HTTP/1.1,True,200,stop,33.785241,55642,881,0.490566037735849,0.35116044399596363,1796,497206,899,211460,152130,897,285746,226536,0,0,0,0,896,0x0301;0x0303,http/1.1,0x0303,0x0304,summary,baseline_loopback
conv-43::event_summary::John::longllmlingua_2x,conv-43::event_summary::John,longllmlingua_2x,1,Qwen/Qwen3.5-9B,local_vllm,event_summary,tls13,warm,HTTP/1.1,True,200,stop,28.241424,23509,975,0.40063846767757383,0.21468926553672313,1982,459484,992,143261,77793,990,316223,250875,0,0,0,0,987,0x0301;0x0303,http/1.1,0x0303,0x0304,summary,baseline_loopback
conv-43::event_summary::John::longllmlingua_4x,conv-43::event_summary::John,longllmlingua_4x,1,Qwen/Qwen3.5-9B,local_vllm,event_summary,tls13,warm,HTTP/1.1,True,200,length,26.702696,10542,1024,0.3802163833075734,0.19375,2076,439079,1039,107140,38570,1037,331939,263489,0,0,0,0,1034,0x0301;0x0303,http/1.1,0x0303,0x0304,summary,baseline_loopback
conv-43::event_summary::John::no_compression,conv-43::event_summary::John,no_compression,1,Qwen/Qwen3.5-9B,local_vllm,event_summary,tls13,warm,HTTP/1.1,True,200,length,36.525829,50839,1024,0.4749216300940439,0.30597609561752986,2083,562358,1043,230363,161529,1040,331995,263347,0,0,0,0,1039,0x0301;0x0303,http/1.1,0x0303,0x0304,summary,baseline_loopback
conv-44::event_summary::Audrey::longllmlingua_2x,conv-44::event_summary::Audrey,longllmlingua_2x,1,Qwen/Qwen3.5-9B,local_vllm,event_summary,tls13,warm,HTTP/1.1,True,200,length,28.996227,21632,1024,0.3946037099494098,0.2189655172413793,2078,459157,1040,127408,58772,1038,331749,263233,0,0,0,0,1035,0x0301;0x0303,http/1.1,0x0303,0x0304,summary,baseline_loopback
conv-44::event_summary::Audrey::longllmlingua_4x,conv-44::event_summary::Audrey,longllmlingua_4x,1,Qwen/Qwen3.5-9B,local_vllm,event_summary,tls13,warm,HTTP/1.1,True,200,stop,22.388515,12886,829,0.3443085606773283,0.20342205323193915,1686,362174,844,93067,37367,842,269107,213527,0,0,0,0,839,0x0301;0x0303,http/1.1,0x0303,0x0304,summary,baseline_loopback
conv-44::event_summary::Audrey::no_compression,conv-44::event_summary::Audrey,no_compression,1,Qwen/Qwen3.5-9B,local_vllm,event_summary,tls13,warm,HTTP/1.1,True,200,stop,29.99178,59433,687,0.40570175438596495,0.3462819089900111,1409,439055,706,215682,169090,703,223373,176967,0,0,0,0,702,0x0301;0x0303,http/1.1,0x0303,0x0304,summary,baseline_loopback
conv-49::event_summary::Evan::longllmlingua_2x,conv-49::event_summary::Evan,longllmlingua_2x,1,Qwen/Qwen3.5-9B,local_vllm,event_summary,tls13,warm,HTTP/1.1,True,200,stop,21.11431,15079,761,0.3881453154875717,0.21144519883608148,1540,346443,770,100590,49770,770,245853,195033,0,0,0,0,768,0x0303,,,,summary,baseline_loopback
conv-49::event_summary::Evan::longllmlingua_4x,conv-49::event_summary::Evan,longllmlingua_4x,1,Qwen/Qwen3.5-9B,local_vllm,event_summary,tls13,warm,HTTP/1.1,True,200,stop,15.483531,8055,587,0.3847826086956522,0.22002200220022003,1200,258985,601,67320,27658,599,191665,152123,0,0,0,0,596,0x0301;0x0303,http/1.1,0x0303,0x0304,summary,baseline_loopback
conv-49::event_summary::Evan::no_compression,conv-49::event_summary::Evan,no_compression,1,Qwen/Qwen3.5-9B,local_vllm,event_summary,tls13,warm,HTTP/1.1,True,200,stop,25.705792,37383,742,0.4510204081632653,0.33094994892747703,1519,408269,761,167024,116802,758,241245,191209,0,0,0,0,756,0x0301;0x0303,http/1.1,0x0303,0x0304,summary,baseline_loopback
