x,label,qa_tls13,qa_tls13_err_minus,qa_tls13_err_plus,qa_http3,qa_http3_err_minus,qa_http3_err_plus,summary_tls13,summary_tls13_err_minus,summary_tls13_err_plus,summary_http3,summary_http3_err_minus,summary_http3_err_plus
0,2x,51.465390499870146,2.2843055512556054,1.704403973717561,52.73892402651956,2.2628947189087367,2.610524364447653,6.206559267461209,10.785028935270491,7.771302040065042,6.897098336159879,8.614505661139816,8.65491697324603
1,4x,71.1736288824335,2.4335917317095945,1.8528025038964724,72.93946646608813,2.0287344847458644,1.528565298448148,19.716181580736436,27.458379577393888,16.84892622808569,22.001462960153752,27.47574876713037,16.860482820652667
