x,label,qa_bytes,qa_packets,summary_bytes,summary_packets
0,Original,1.0368787225524996,2.918640350877193,1.0087039462742822,1.0658239951491972
1,2x,0.9962165654650872,1.5729638009049773,0.994110537225339,1.0193121390760345
2,4x,0.9661305624603399,1.1725546058879392,0.9893818847902076,1.006711635308924
