x,label,qa_tls13,qa_tls13_err_minus,qa_tls13_err_plus,qa_http3,qa_http3_err_minus,qa_http3_err_plus,summary_tls13,summary_tls13_err_minus,summary_tls13_err_plus,summary_http3,summary_http3_err_minus,summary_http3_err_plus
0,2x,57.452944662381356,1.6046160630273532,2.665478286691525,57.423061418532896,1.6572688151265225,2.3708351275374575,7.554582585529523,4.235163064580794,10.307080653634626,7.421262377313798,4.105501156441971,10.366548636818063
1,4x,76.98175748429409,3.3245311480863293,1.1517579455612297,77.19853097855054,3.4927259590409347,1.2702302165951362,26.12241245091951,32.81440603306321,13.643960045987026,26.133936390187383,32.88134640304047,13.612957216923316
