x,label,upload_kib,download_kib,output_share_pct
0,TLS Original,142.828125,6.91552734375,4.618244069454634
1,TLS 2x,52.68017578125,6.96533203125,11.677882017780835
2,TLS 4x,32.37744140625,7.1728515625,18.136026370695934
4,H3 Original,150.00244140625,5.216796875,3.360921579545061
5,H3 2x,54.576171875,4.94775390625,8.312210327714203
6,H3 4x,33.19580078125,5.748046875,14.759832992715374
