method,method_family,budget_label,n,token_f1,token_f1_ci_low,token_f1_ci_high,rouge_l,rouge_l_ci_low,rouge_l_ci_high,exact_match,exact_match_ci_low,exact_match_ci_high,date_f1,date_f1_ci_low,date_f1_ci_high,number_f1,number_f1_ci_low,number_f1_ci_high,entity_f1,entity_f1_ci_low,entity_f1_ci_high,llm_judge_score,llm_judge_score_ci_low,llm_judge_score_ci_high,evidence_recall,evidence_recall_ci_low,evidence_recall_ci_high,evidence_session_recall,evidence_session_recall_ci_low,evidence_session_recall_ci_high,answerable_context_rate,answerable_context_rate_ci_low,answerable_context_rate_ci_high,perplexity,perplexity_ci_low,perplexity_ci_high,latency,latency_ci_low,latency_ci_high
hybrid,real_method,None,32,0.0796288999776521,0.047646415770057224,0.12022249984934742,0.14073753094311722,0.09418784917551594,0.19680322414462922,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.2777777777777778,0.103125,0.036328125,0.2020833333333333,0.4666666666666667,0.3,0.65,0.33549107142857143,0.1892596726190476,0.4924609374999999,0.9875,0.9624999999999999,1.0,0.15625,0.03125,0.28125,10256981.794493329,1910621.9441542097,22549324.21183505,0.92970625,0.828631875,1.0251998437499998
last_k_turns,real_method,1024,32,0.024087004150258905,0.0121829947351917,0.0401175540797877,0.032043610175499386,0.016092047046091167,0.049891062813522055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017045454545454544,0.0,0.06818181818181818,0.140625,0.03125,0.265625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170396109.1081869,15426163.208333386,452020195.65735745,0.6132875,0.53478484375,0.6949401562499999
last_k_turns,real_method,128,32,0.024087004150258905,0.0121829947351917,0.0401175540797877,0.032043610175499386,0.016092047046091167,0.049891062813522055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017045454545454544,0.0,0.06818181818181818,0.140625,0.03125,0.265625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170396109.1081869,15426163.208333386,452020195.65735745,0.6159187500000001,0.5357708593749999,0.6982146093749999
last_k_turns,real_method,2048,32,0.024087004150258905,0.0121829947351917,0.0401175540797877,0.032043610175499386,0.016092047046091167,0.049891062813522055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017045454545454544,0.0,0.06818181818181818,0.140625,0.03125,0.265625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170396109.1081869,15426163.208333386,452020195.65735745,0.613571875,0.5351438281249999,0.695147734375
last_k_turns,real_method,256,32,0.024087004150258905,0.0121829947351917,0.0401175540797877,0.032043610175499386,0.016092047046091167,0.049891062813522055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017045454545454544,0.0,0.06818181818181818,0.140625,0.03125,0.265625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170396109.1081869,15426163.208333386,452020195.65735745,0.61515625,0.535893671875,0.6973541406249999
last_k_turns,real_method,4096,32,0.024087004150258905,0.0121829947351917,0.0401175540797877,0.032043610175499386,0.016092047046091167,0.049891062813522055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017045454545454544,0.0,0.06818181818181818,0.140625,0.03125,0.265625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170396109.1081869,15426163.208333386,452020195.65735745,0.613134375,0.534499375,0.6940019531249999
last_k_turns,real_method,512,32,0.024087004150258905,0.0121829947351917,0.0401175540797877,0.032043610175499386,0.016092047046091167,0.049891062813522055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017045454545454544,0.0,0.06818181818181818,0.140625,0.03125,0.265625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170396109.1081869,15426163.208333386,452020195.65735745,0.61453125,0.535865546875,0.69694203125
last_k_turns,real_method,64,32,0.024087004150258905,0.0121829947351917,0.0401175540797877,0.032043610175499386,0.016092047046091167,0.049891062813522055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017045454545454544,0.0,0.06818181818181818,0.140625,0.03125,0.265625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170396109.1081869,15426163.208333386,452020195.65735745,0.61095,0.531943046875,0.693030859375
last_k_turns,real_method,None,32,0.024087004150258905,0.0121829947351917,0.0401175540797877,0.032043610175499386,0.016092047046091167,0.049891062813522055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017045454545454544,0.0,0.06818181818181818,0.140625,0.03125,0.265625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170396109.1081869,15426163.208333386,452020195.65735745,0.6133156249999999,0.5345546875,0.695234921875
no_compression,real_method,1024,32,0.10556014569810311,0.05929689629779025,0.16073113467236116,0.14736363662397123,0.09344224870742136,0.21111238916271904,0.0,0.0,0.0,0.0,0.0,0.0,0.045454545454545456,0.0,0.13636363636363635,0.11531723484848483,0.04296875,0.20391276041666667,0.6612903225806451,0.5,0.8064516129032258,0.9895833333333333,0.96875,1.0,1.0,1.0,1.0,0.28125,0.125,0.4375,2332098928.131959,33034948.88426999,6869123864.350911,10.587803125,9.260136484374998,11.772192500000001
no_compression,real_method,128,32,0.10556014569810311,0.05929689629779025,0.16073113467236116,0.14736363662397123,0.09344224870742136,0.21111238916271904,0.0,0.0,0.0,0.0,0.0,0.0,0.045454545454545456,0.0,0.13636363636363635,0.11531723484848483,0.04296875,0.20391276041666667,0.6612903225806451,0.5,0.8064516129032258,0.9895833333333333,0.96875,1.0,1.0,1.0,1.0,0.28125,0.125,0.4375,2332098928.131959,33034948.88426999,6869123864.350911,10.509453125,9.182832578125,11.693160234375
