category,method_display,method_family,budget_label,token_f1,rouge_l,exact_match,date_f1,number_f1,entity_f1,llm_judge_score,evidence_recall,evidence_session_recall,answerable_context_rate
1,sliding_window,real_method,4096,0.016945049624788187,0.03658787885321088,0.0,,,0.022222222222222223,0.2222222222222222,0.0,0.0,0.0
1,sliding_window,real_method,512,0.02222222222222222,0.032275132275132276,0.0,,,0.1111111111111111,0.05555555555555555,0.0,0.0,0.0
1,sliding_window,real_method,64,0.007662835249042145,0.018773946360153258,0.0,,,0.0,0.0,0.0,0.0,0.0
1,sliding_window,real_method,None,0.08029259373160923,0.12486951825355647,0.0,,0.0,0.07575757575757575,0.7777777777777778,1.0,1.0,0.2222222222222222
1,upper_bound_oracle,upper_bound_oracle,1024,0.21282837213871694,0.4371473101221786,0.0,,,0.12962962962962962,0.9444444444444444,1.0,1.0,0.2222222222222222
1,upper_bound_oracle,upper_bound_oracle,128,0.21282837213871694,0.4371473101221786,0.0,,,0.12962962962962962,0.9444444444444444,1.0,1.0,0.2222222222222222
1,upper_bound_oracle,upper_bound_oracle,2048,0.21282837213871694,0.4371473101221786,0.0,,,0.12962962962962962,0.9444444444444444,1.0,1.0,0.2222222222222222
1,upper_bound_oracle,upper_bound_oracle,256,0.21282837213871694,0.4371473101221786,0.0,,,0.12962962962962962,0.9444444444444444,1.0,1.0,0.2222222222222222
1,upper_bound_oracle,upper_bound_oracle,4096,0.21282837213871694,0.4371473101221786,0.0,,,0.12962962962962962,0.9444444444444444,1.0,1.0,0.2222222222222222
1,upper_bound_oracle,upper_bound_oracle,512,0.21282837213871694,0.4371473101221786,0.0,,,0.12962962962962962,0.9444444444444444,1.0,1.0,0.2222222222222222
1,upper_bound_oracle,upper_bound_oracle,64,0.21282837213871694,0.4371473101221786,0.0,,,0.12962962962962962,0.9444444444444444,1.0,1.0,0.2222222222222222
1,upper_bound_oracle,upper_bound_oracle,None,0.21282837213871694,0.4371473101221786,0.0,,,0.12962962962962962,0.9444444444444444,1.0,1.0,0.2222222222222222
2,bm25,real_method,1024,0.042483660130718956,0.09290382819794585,0.0,0.0,0.125,0.14583333333333331,0.5,0.5,0.75,0.0
2,bm25,real_method,128,0.028726708074534167,0.04658385093167702,0.0,0.0,0.0625,0.08333333333333333,0.14285714285714285,0.25,0.375,0.0
2,bm25,real_method,2048,0.04497317795042546,0.0998482726423903,0.0,0.0,0.125,0.14583333333333331,0.5,0.625,0.75,0.0
2,bm25,real_method,256,0.04702380952380953,0.09429271708683473,0.0,0.0,0.125,0.14583333333333331,0.42857142857142855,0.375,0.375,0.0
2,bm25,real_method,4096,0.032563025210084036,0.11554621848739496,0.0,0.0,0.125,0.14583333333333331,0.2857142857142857,0.75,0.875,0.0
2,bm25,real_method,512,0.04332010582010583,0.0968915343915344,0.0,0.0,0.125,0.14583333333333331,0.2857142857142857,0.5,0.5,0.0
2,bm25,real_method,64,0.029411764705882353,0.042483660130718956,0.0,0.0,0.05,0.0625,0.125,0.125,0.25,0.0
2,bm25,real_method,None,0.032563025210084036,0.11554621848739496,0.0,0.0,0.125,0.14583333333333331,0.2857142857142857,0.75,0.875,0.0
2,bm25_window,real_method,1024,0.05650252525252525,0.10610569985569986,0.0,0.0,0.125,0.14583333333333331,0.2857142857142857,0.625,0.625,0.125
2,bm25_window,real_method,128,0.0125,0.0125,0.0,0.0,0.0,0.0,0.125,0.25,0.625,0.0
2,bm25_window,real_method,2048,0.025252525252525252,0.07485569985569986,0.0,0.0,0.125,0.14583333333333331,0.14285714285714285,0.75,0.75,0.125
2,bm25_window,real_method,256,0.029411764705882353,0.04411764705882353,0.0,0.0,0.0,0.0,0.25,0.375,0.625,0.0
2,bm25_window,real_method,4096,0.049428104575163404,0.12844304388422037,0.0,0.0,0.125,0.14583333333333331,0.5,0.875,0.875,0.125
2,bm25_window,real_method,512,0.018518518518518517,0.027777777777777776,0.0,0.0,0.0,0.0,0.0,0.5,0.625,0.0
2,bm25_window,real_method,64,0.027205882352941177,0.04027777777777777,0.0,0.0,0.05,0.0625,0.25,0.125,0.625,0.0
2,bm25_window,real_method,None,0.03553921568627451,0.0761904761904762,0.0,0.0,0.1875,0.0625,0.5,0.875,0.875,0.125
2,dense_retrieval,real_method,1024,0.03398617511520738,0.08705357142857144,0.0,0.0,0.125,0.14583333333333331,0.2857142857142857,0.5,0.625,0.0
2,dense_retrieval,real_method,128,0.028726708074534167,0.08229813664596275,0.0,0.0,0.125,0.14583333333333331,0.14285714285714285,0.375,0.375,0.0
2,dense_retrieval,real_method,2048,0.04722222222222222,0.09682539682539683,0.0,0.0,0.125,0.14583333333333331,0.2857142857142857,0.625,0.75,0.0
2,dense_retrieval,real_method,256,0.03035714285714286,0.08392857142857144,0.0,0.0,0.125,0.14583333333333331,0.14285714285714285,0.5,0.5,0.0
2,dense_retrieval,real_method,4096,0.03333333333333334,0.06904761904761905,0.0,0.0,0.0625,0.0625,0.25,0.625,1.0,0.0
2,dense_retrieval,real_method,512,0.03035714285714286,0.08392857142857144,0.0,0.0,0.125,0.14583333333333331,0.14285714285714285,0.5,0.5,0.0
2,dense_retrieval,real_method,64,0.02786377708978328,0.04093567251461988,0.0,0.0,0.05,0.0625,0.125,0.125,0.125,0.0
2,dense_retrieval,real_method,None,0.03333333333333334,0.06904761904761905,0.0,0.0,0.0625,0.0625,0.375,0.625,1.0,0.0
2,dense_retrieval_window,real_method,1024,0.024758454106280192,0.0743616287094548,0.0,0.0,0.125,0.14583333333333331,0.3125,0.5,0.875,0.0
2,dense_retrieval_window,real_method,128,0.014705882352941176,0.014705882352941176,0.0,0.0,0.0,0.0,0.125,0.25,0.75,0.0
2,dense_retrieval_window,real_method,2048,0.03888888888888889,0.0759920634920635,0.0,0.0,0.125,0.14583333333333331,0.21428571428571427,0.5,0.875,0.0
2,dense_retrieval_window,real_method,256,0.010869565217391306,0.010869565217391306,0.0,0.0,0.0,0.0,0.0,0.25,0.75,0.0
2,dense_retrieval_window,real_method,4096,0.03888888888888889,0.0759920634920635,0.0,0.0,0.125,0.14583333333333331,0.2857142857142857,0.5,0.875,0.0
2,dense_retrieval_window,real_method,512,0.025252525252525252,0.039141414141414144,0.0,0.0,0.0625,0.08333333333333333,0.0,0.25,0.75,0.0
2,dense_retrieval_window,real_method,64,0.029411764705882353,0.042483660130718956,0.0,0.0,0.05,0.0625,0.125,0.125,0.75,0.0
2,dense_retrieval_window,real_method,None,0.05339635854341737,0.09940476190476191,0.0,0.0,0.125,0.14583333333333331,0.42857142857142855,0.625,1.0,0.0
2,hybrid,real_method,1024,0.04722222222222222,0.09682539682539683,0.0,0.0,0.125,0.14583333333333331,0.2857142857142857,0.5,0.625,0.0
2,hybrid,real_method,128,0.0125,0.0125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,hybrid,real_method,2048,0.05472222222222223,0.11496732026143791,0.0,0.0,0.20833333333333331,0.14583333333333331,0.5714285714285714,0.625,0.75,0.0
2,hybrid,real_method,256,0.03035714285714286,0.04821428571428572,0.0,0.0,0.0625,0.08333333333333333,0.2857142857142857,0.125,0.25,0.0
2,hybrid,real_method,4096,0.049428104575163404,0.12844304388422037,0.0,0.0,0.125,0.14583333333333331,0.42857142857142855,0.625,1.0,0.0
